current_age,gender,yearly_income,per_capita_income,total_debt,credit_score,num_credit_cards,dti_ratio,amount,use_chip,merchant_state,default,predicted_rf,risk_probability,risk_label
64,Female,377991.0,31499,0,724,2,0.0,2481.12,No,Maharashtra,0,0,0.04,Low Risk
31,Female,150864.0,12572,0,709,1,0.0,2046.26,No,Uttar Pradesh,0,0,0.06,Low Risk
63,Male,328824.0,27402,58580,712,3,0.1781500133810184,2057.49,Yes,Telangana,0,0,0.0,Low Risk
61,Male,1021500.0,85125,0,662,3,0.0,2897.95,Yes,Maharashtra,0,0,0.03,Low Risk
44,Male,772017.0,64335,183829,732,2,0.23811522285131026,856.82,Yes,Karnataka,0,0,0.04,Low Risk
31,Female,672317.0,56026,295652,682,3,0.4397508913206121,3641.36,Yes,Tamil Nadu,0,0,0.03,Low Risk
47,Female,473905.0,39492,37767,787,3,0.07969318745318155,1352.02,Yes,Bihar,0,0,0.05,Low Risk
49,Male,1002886.0,83574,221839,615,4,0.22120061502503774,2173.23,Yes,Karnataka,1,1,0.95,High Risk
37,Female,683403.0,56950,305183,678,4,0.4465637405747414,4380.18,Yes,Gujarat,0,0,0.08,Low Risk
28,Male,299253.0,24938,82603,595,1,0.27603064965096424,997.69,No,Tamil Nadu,1,1,0.81,High Risk
21,Male,1037229.0,86436,47482,888,3,0.04577774049896407,8329.75,Yes,Tamil Nadu,0,0,0.06,Low Risk
60,Male,520887.0,43407,97310,586,3,0.1868159504844621,185.02,No,Bihar,1,1,0.69,High Risk
51,Male,642318.0,53526,200451,623,4,0.31207439305764434,1820.68,Yes,Gujarat,1,1,0.9,High Risk
67,Male,657425.0,54785,40075,633,5,0.060957523671901735,1076.57,Yes,Madhya Pradesh,1,1,0.93,High Risk
36,Female,1375004.0,114584,0,900,4,0.0,5816.68,No,Delhi,0,0,0.03,Low Risk
61,Male,439337.0,36611,151082,770,1,0.3438863560319299,1775.7,Yes,Madhya Pradesh,0,0,0.09,Low Risk
60,Male,457641.0,38137,0,679,3,0.0,1049.6,Yes,Telangana,0,0,0.03,Low Risk
42,Female,1255992.0,104666,492728,770,2,0.3923018617952981,4382.12,No,Delhi,0,0,0.04,Low Risk
23,Male,1428625.0,119052,135439,828,3,0.09480374485956776,596.99,No,Gujarat,0,0,0.08,Low Risk
30,Female,725678.0,60473,0,648,4,0.0,1370.15,No,Gujarat,1,1,0.8,High Risk
63,Female,673466.0,56122,151973,718,5,0.22565801391607,2947.17,Yes,Madhya Pradesh,0,0,0.02,Low Risk
32,Female,269495.0,22458,0,738,2,0.0,3591.61,No,Madhya Pradesh,0,0,0.03,Low Risk
47,Male,946404.0,78867,313205,770,4,0.3309421769138761,2739.68,Yes,Karnataka,0,0,0.01,Low Risk
44,Female,374800.0,31233,132359,799,3,0.35314567769477057,5166.71,Yes,Madhya Pradesh,0,0,0.05,Low Risk
44,Female,658592.0,54883,129401,695,3,0.19648128127884942,531.08,No,Rajasthan,0,0,0.06,Low Risk
57,Female,523981.0,43665,142253,749,1,0.27148503476271085,2286.98,Yes,Madhya Pradesh,0,0,0.06,Low Risk
41,Female,382294.0,31858,23670,744,2,0.061915698389197846,1608.36,Yes,Maharashtra,0,0,0.03,Low Risk
47,Female,367643.0,30637,0,723,1,0.0,2335.88,No,West Bengal,0,0,0.02,Low Risk
35,Male,162339.0,13528,0,727,1,0.0,11638.49,Yes,Karnataka,0,0,0.15,Low Risk
58,Female,354804.0,29567,80000,655,1,0.22547660116571402,5707.86,Yes,Maharashtra,0,0,0.25,Low Risk
41,Male,677176.0,56431,0,777,5,0.0,6184.48,Yes,Maharashtra,0,0,0.03,Low Risk
50,Male,1009303.0,84109,333318,677,5,0.3302457240293549,3014.62,Yes,Tamil Nadu,0,0,0.03,Low Risk
59,Female,971948.0,80996,0,689,4,0.0,2307.51,No,Maharashtra,0,0,0.01,Low Risk
58,Female,779353.0,64946,263538,616,5,0.3381497216280684,4450.31,No,Gujarat,1,1,0.82,High Risk
41,Female,484480.0,40373,218138,652,3,0.45025181638044914,1688.62,No,Bihar,0,0,0.02,Low Risk
70,Male,255042.0,21254,126869,648,2,0.4974435583158852,1136.24,Yes,Rajasthan,1,1,0.88,High Risk
42,Male,1002907.0,83576,0,717,5,0.0,1369.06,Yes,Maharashtra,0,0,0.01,Low Risk
67,Female,1062877.0,88573,547346,750,4,0.5149664542557606,3250.33,Yes,Delhi,0,0,0.04,Low Risk
54,Female,681849.0,56821,238812,651,5,0.35024176907203797,1855.86,Yes,Telangana,0,0,0.0,Low Risk
67,Female,697733.0,58144,172054,731,5,0.24659002799064972,2320.29,Yes,Telangana,0,0,0.01,Low Risk
27,Female,780824.0,65069,228033,695,4,0.29204148438060307,9615.96,Yes,Rajasthan,0,0,0.07,Low Risk
69,Female,1423779.0,118648,263678,801,3,0.18519587660725437,5641.71,Yes,Uttar Pradesh,0,0,0.08,Low Risk
69,Female,300353.0,25029,31613,717,3,0.10525281918276162,2458.83,Yes,Uttar Pradesh,0,0,0.02,Low Risk
24,Female,909942.0,75828,393641,696,4,0.4326000997865798,1258.26,Yes,Madhya Pradesh,0,0,0.02,Low Risk
27,Male,1147718.0,95643,349657,649,5,0.3046541049282141,5358.15,Yes,Telangana,1,1,0.82,High Risk
33,Female,510172.0,42514,82235,764,1,0.16119073567345915,2762.48,No,Maharashtra,0,0,0.11,Low Risk
67,Female,455390.0,37949,0,879,2,0.0,546.83,Yes,Tamil Nadu,0,0,0.05,Low Risk
68,Other,314654.0,26221,0,606,1,0.0,1965.4,Yes,Madhya Pradesh,1,1,0.67,High Risk
33,Female,832468.0,69372,184888,620,4,0.222096224719749,6477.09,No,Maharashtra,1,1,0.93,High Risk
60,Male,692476.0,57706,238101,579,4,0.34384007532391014,5763.29,Yes,Gujarat,1,1,0.94,High Risk
56,Female,610200.0,50850,76651,593,3,0.1256161914126516,2725.86,No,Gujarat,1,1,0.89,High Risk
23,Female,285386.0,23782,32633,656,1,0.11434688457037136,441.34,Yes,Gujarat,0,0,0.04,Low Risk
64,Male,764495.0,63708,521387,581,3,0.6820018443547702,9433.46,No,Rajasthan,1,1,0.82,High Risk
62,Male,1086773.0,90564,127750,660,2,0.1175498471161871,5073.27,Yes,Uttar Pradesh,0,0,0.0,Low Risk
66,Female,682159.0,56847,65152,814,3,0.0955085251385674,4152.85,No,Gujarat,0,0,0.01,Low Risk
45,Female,789553.0,65796,219478,731,3,0.27797753918989604,6269.08,No,Uttar Pradesh,0,0,0.07,Low Risk
57,Male,974414.0,81201,615953,592,4,0.6321265909562055,5792.04,No,Madhya Pradesh,1,1,0.94,High Risk
70,Male,626660.0,52222,0,761,4,0.0,5668.38,No,Maharashtra,0,0,0.07,Low Risk
31,Female,471201.0,39267,120293,682,2,0.2552902052414999,390.99,Yes,Delhi,0,0,0.04,Low Risk
53,Male,676681.0,56390,112681,680,4,0.1665201180467606,2237.79,Yes,Madhya Pradesh,0,0,0.06,Low Risk
56,Female,417492.0,34791,20854,668,1,0.04995065773715424,2152.52,No,Madhya Pradesh,0,0,0.06,Low Risk
20,Female,476610.0,39718,137926,785,3,0.28938964772035836,2289.84,Yes,Rajasthan,0,0,0.03,Low Risk
47,Male,692676.0,57723,172784,638,4,0.2494441845826909,1408.39,No,Maharashtra,1,1,0.96,High Risk
58,Other,678149.0,56512,0,679,3,0.0,1346.09,Yes,Maharashtra,0,0,0.03,Low Risk
34,Female,478213.0,39851,0,626,3,0.0,6259.6,Yes,Uttar Pradesh,1,1,0.8,High Risk
31,Other,1107224.0,92269,0,606,3,0.0,656.66,Yes,Karnataka,1,1,0.82,High Risk
50,Male,623225.0,51935,8641,736,5,0.013864976533354728,716.25,No,Karnataka,0,0,0.03,Low Risk
62,Female,264186.0,22016,0,779,2,0.0,964.24,Yes,Delhi,0,0,0.13,Low Risk
59,Male,926967.0,77247,206972,768,3,0.22327871434473934,1965.79,Yes,Gujarat,0,0,0.03,Low Risk
44,Male,740744.0,61729,83730,693,3,0.11303500264598836,952.29,Yes,West Bengal,0,0,0.2,Low Risk
35,Female,347045.0,28920,76744,651,1,0.22113558760391303,729.72,Yes,Bihar,0,0,0.09,Low Risk
64,Male,844844.0,70404,533284,679,3,0.6312218587100104,5350.93,Yes,Gujarat,0,0,0.09,Low Risk
50,Male,1015708.0,84642,516090,561,4,0.508108629645528,5479.82,No,Maharashtra,1,1,0.81,High Risk
28,Female,459279.0,38273,83460,706,1,0.1817196083426414,5606.59,No,Maharashtra,0,0,0.09,Low Risk
22,Male,2156408.0,179701,691746,644,3,0.3207862334029553,2253.02,Yes,Uttar Pradesh,1,1,0.91,High Risk
53,Female,2163238.0,180270,0,809,5,0.0,2180.98,Yes,Madhya Pradesh,0,0,0.01,Low Risk
37,Female,476100.0,39675,0,669,3,0.0,6245.66,No,Telangana,0,0,0.02,Low Risk
29,Male,616746.0,51396,66555,797,3,0.10791314414686111,4492.67,No,Tamil Nadu,0,0,0.07,Low Risk
38,Male,713277.0,59440,124432,856,3,0.17445115992805038,657.35,No,Gujarat,0,0,0.05,Low Risk
70,Male,1238739.0,103228,109714,715,2,0.08856910131997135,3801.98,Yes,Gujarat,0,0,0.14,Low Risk
19,Male,262632.0,21886,0,659,2,0.0,3257.7,Yes,Madhya Pradesh,0,0,0.01,Low Risk
69,Other,534125.0,44510,0,729,1,0.0,1986.69,No,Maharashtra,0,0,0.2,Low Risk
24,Female,417501.0,34792,0,618,1,0.0,5017.1,Yes,Tamil Nadu,1,1,0.72,High Risk
58,Male,321706.0,26809,136764,715,3,0.4251210732780862,4032.45,Yes,Karnataka,0,0,0.14,Low Risk
62,Female,820523.0,68377,286484,664,4,0.34914804338208677,2801.88,Yes,Madhya Pradesh,0,0,0.08,Low Risk
48,Male,552628.0,46052,0,647,2,0.0,1780.8,No,Tamil Nadu,1,1,0.73,High Risk
40,Other,1622704.0,135225,0,771,5,0.0,1928.6,Yes,Uttar Pradesh,0,0,0.01,Low Risk
45,Female,747714.0,62310,0,516,1,0.0,3231.68,Yes,Gujarat,1,1,0.77,High Risk
21,Male,746761.0,62230,209458,671,3,0.2804886704045873,6768.0,No,Madhya Pradesh,0,0,0.05,Low Risk
66,Female,530119.0,44177,68825,627,1,0.12982934020474649,6819.18,No,Karnataka,1,0,0.28,Low Risk
51,Female,3000000.0,250000,377533,637,3,0.12584433333333334,2126.73,Yes,Madhya Pradesh,1,0,0.49,Low Risk
50,Female,464965.0,38747,322657,798,1,0.6939382534169238,3913.27,Yes,Tamil Nadu,0,0,0.16,Low Risk
43,Female,315483.0,26290,61122,677,1,0.19374102566540827,4955.1,Yes,Uttar Pradesh,0,0,0.08,Low Risk
30,Male,391510.0,32626,174092,604,2,0.44466807999795666,1400.2,Yes,Uttar Pradesh,1,1,0.91,High Risk
48,Other,908009.0,75667,0,850,5,0.0,4168.23,Yes,Gujarat,0,0,0.04,Low Risk
54,Male,1080910.0,90076,0,753,4,0.0,4097.82,No,Maharashtra,0,0,0.13,Low Risk
19,Male,262632.0,21886,0,659,2,0.0,3216.01,Yes,Karnataka,0,0,0.0,Low Risk
47,Female,2581650.0,215138,1062031,791,3,0.41137683264578856,3785.75,No,Uttar Pradesh,0,0,0.11,Low Risk
29,Male,592614.0,49384,107388,587,2,0.18121070376332654,1576.18,Yes,Karnataka,1,1,0.86,High Risk
50,Female,150000.0,12500,69208,782,1,0.46138666666666667,2227.23,Yes,Karnataka,0,0,0.32,Low Risk
21,Male,1075312.0,89609,462809,728,4,0.430395085333373,7213.51,Yes,Gujarat,0,0,0.06,Low Risk
32,Male,615874.0,51323,221533,651,4,0.35970506954344555,6873.01,No,Tamil Nadu,0,0,0.07,Low Risk
45,Male,964460.0,80372,0,776,4,0.0,1923.42,Yes,Maharashtra,0,0,0.02,Low Risk
67,Female,957222.0,79768,301720,558,4,0.3152037876271126,764.48,No,Karnataka,1,1,0.94,High Risk
24,Male,581473.0,48456,22713,780,1,0.039061142993741756,2951.68,Yes,Maharashtra,0,0,0.08,Low Risk
44,Male,1733967.0,144497,496167,751,3,0.2861455840855103,2830.43,No,Madhya Pradesh,0,0,0.14,Low Risk
50,Female,3000000.0,250000,1725561,627,4,0.575187,1957.73,Yes,Rajasthan,1,1,0.8,High Risk
56,Female,1033333.0,86111,372401,580,3,0.3603881807703809,4714.9,No,Karnataka,1,1,0.58,High Risk
58,Female,327197.0,27266,135307,601,3,0.41353374266878973,1096.66,Yes,Maharashtra,1,1,0.84,High Risk
43,Male,1478411.0,123201,294540,550,4,0.19922741375706757,1480.58,Yes,Madhya Pradesh,1,1,0.8,High Risk
28,Male,1047587.0,87299,752327,770,3,0.7181522871131467,1315.71,Yes,Maharashtra,0,0,0.06,Low Risk
19,Male,262632.0,21886,0,659,2,0.0,6111.71,No,West Bengal,0,0,0.01,Low Risk
59,Male,371994.0,31000,0,728,1,0.0,4275.16,Yes,Maharashtra,0,0,0.2,Low Risk
21,Male,686900.0,57242,0,725,3,0.0,5817.85,Yes,Madhya Pradesh,0,0,0.01,Low Risk
63,Male,905677.0,75473,0,800,2,0.0,1183.83,Yes,Bihar,0,0,0.01,Low Risk
29,Other,878091.0,73174,0,670,3,0.0,3276.95,Yes,Madhya Pradesh,0,0,0.01,Low Risk
46,Male,1095075.0,91256,572657,653,3,0.5229386115106271,2143.53,Yes,Gujarat,0,0,0.11,Low Risk
19,Female,1636035.0,136336,467431,732,3,0.28570965780071944,769.48,Yes,Delhi,0,0,0.02,Low Risk
45,Female,284626.0,23719,0,661,2,0.0,1744.09,Yes,Rajasthan,0,0,0.06,Low Risk
31,Male,313119.0,26093,103514,614,3,0.3305899673925888,2816.46,Yes,Uttar Pradesh,1,1,0.99,High Risk
61,Male,392769.0,32731,0,726,1,0.0,2702.96,Yes,Maharashtra,0,0,0.13,Low Risk
58,Male,948918.0,79076,475464,605,4,0.5010591009971357,4466.54,Yes,Maharashtra,1,1,0.99,High Risk
38,Female,694843.0,57904,0,702,3,0.0,2968.07,Yes,Gujarat,0,0,0.0,Low Risk
58,Female,779353.0,64946,263538,616,5,0.3381497216280684,1336.03,Yes,Madhya Pradesh,1,1,0.9,High Risk
66,Male,1295014.0,107918,0,750,3,0.0,2492.64,Yes,Delhi,0,0,0.03,Low Risk
22,Female,851313.0,70943,269244,569,4,0.3162691043129848,4195.85,Yes,Maharashtra,1,1,0.96,High Risk
60,Female,657541.0,54795,0,678,3,0.0,3833.53,No,Madhya Pradesh,0,0,0.02,Low Risk
35,Male,800022.0,66668,276655,751,3,0.3458092402458932,2174.65,Yes,Maharashtra,0,0,0.3,Low Risk
63,Female,567116.0,47260,115841,690,2,0.20426332531616107,3254.08,Yes,Telangana,0,0,0.24,Low Risk
29,Other,878091.0,73174,0,670,3,0.0,4827.88,Yes,Bihar,0,0,0.01,Low Risk
32,Female,1062459.0,88538,323296,662,3,0.304290330262156,2281.55,Yes,Karnataka,0,0,0.16,Low Risk
26,Male,306068.0,25506,92261,670,2,0.3014395493811833,1133.01,Yes,Maharashtra,0,0,0.13,Low Risk
54,Male,468454.0,39038,0,785,2,0.0,2000.62,Yes,Maharashtra,0,0,0.06,Low Risk
23,Female,280774.0,23398,157211,587,3,0.5599200780699067,3114.47,Yes,Karnataka,1,1,0.78,High Risk
32,Female,581438.0,48453,0,821,1,0.0,836.93,No,Maharashtra,0,0,0.23,Low Risk
40,Other,1622704.0,135225,0,771,5,0.0,3014.07,Yes,Maharashtra,0,0,0.0,Low Risk
20,Female,483236.0,40270,159755,688,3,0.330594161031049,1014.01,Yes,Maharashtra,0,0,0.09,Low Risk
61,Male,457079.0,38090,0,667,3,0.0,3188.17,Yes,Gujarat,0,0,0.03,Low Risk
53,Female,648935.0,54078,227819,754,5,0.3510659773320903,4168.83,No,Gujarat,0,0,0.06,Low Risk
42,Male,411974.0,34331,55972,750,1,0.13586294280707034,7132.93,Yes,Maharashtra,0,0,0.06,Low Risk
40,Male,440052.0,36671,66774,691,1,0.1517411578631616,3647.25,Yes,Uttar Pradesh,0,0,0.04,Low Risk
55,Other,738113.0,61509,0,738,4,0.0,3074.08,Yes,Madhya Pradesh,0,0,0.04,Low Risk
39,Male,575984.0,47999,0,678,2,0.0,1680.66,No,Maharashtra,0,0,0.05,Low Risk
62,Female,838209.0,69851,193312,583,3,0.23062505890535653,1326.37,Yes,Tamil Nadu,1,1,0.66,High Risk
50,Female,772755.0,64396,0,706,4,0.0,2517.56,Yes,Madhya Pradesh,0,0,0.04,Low Risk
27,Other,421743.0,35145,0,746,2,0.0,3911.97,No,Maharashtra,0,0,0.02,Low Risk
19,Female,405753.0,33813,146623,664,3,0.36136023639997733,4152.92,No,Karnataka,0,0,0.04,Low Risk
45,Female,789553.0,65796,219478,731,3,0.27797753918989604,2134.43,No,Madhya Pradesh,0,0,0.03,Low Risk
44,Male,855870.0,71322,0,634,3,0.0,2373.11,No,Maharashtra,1,1,0.67,High Risk
22,Female,698928.0,58244,0,770,4,0.0,2121.12,Yes,Tamil Nadu,0,0,0.11,Low Risk
63,Female,434529.0,36211,70129,672,3,0.16139083927655,1503.19,Yes,Maharashtra,0,0,0.01,Low Risk
26,Female,802480.0,66873,351473,623,4,0.437983501146446,1585.02,Yes,Madhya Pradesh,1,1,0.99,High Risk
43,Other,299961.0,24997,0,866,1,0.0,1077.57,Yes,West Bengal,0,0,0.05,Low Risk
24,Male,743964.0,61997,0,758,4,0.0,1599.02,Yes,Madhya Pradesh,0,0,0.03,Low Risk
37,Female,302298.0,25192,5480,708,3,0.018127807659991134,4550.21,Yes,Madhya Pradesh,0,0,0.03,Low Risk
56,Male,314324.0,26194,0,794,2,0.0,2875.55,No,Gujarat,0,0,0.04,Low Risk
21,Female,831611.0,69301,0,554,3,0.0,2177.89,Yes,Tamil Nadu,1,1,0.8,High Risk
40,Female,264347.0,22029,142476,583,3,0.5389733948181746,963.27,Yes,Bihar,1,1,0.96,High Risk
70,Female,719352.0,59946,128648,600,5,0.17883873263715122,3264.17,Yes,Uttar Pradesh,1,1,0.81,High Risk
35,Female,817779.0,68148,0,900,3,0.0,3087.84,Yes,Maharashtra,0,0,0.03,Low Risk
51,Female,457465.0,38122,0,766,1,0.0,2435.44,No,Gujarat,0,0,0.0,Low Risk
43,Female,1098276.0,91523,135272,668,2,0.12316758264771333,1160.48,No,Karnataka,0,0,0.2,Low Risk
61,Female,497498.0,41458,168261,724,3,0.338214424982613,2007.71,No,Madhya Pradesh,0,0,0.04,Low Risk
54,Female,399723.0,33310,34260,737,3,0.08570935372745626,745.82,No,Maharashtra,0,0,0.17,Low Risk
59,Female,740423.0,61702,320834,690,5,0.4333117690833483,3522.4,Yes,Rajasthan,0,0,0.1,Low Risk
46,Male,601535.0,50128,245459,741,2,0.4080543941749025,3418.55,Yes,Tamil Nadu,0,0,0.0,Low Risk
24,Male,401174.0,33431,104107,555,3,0.2595058503292835,652.94,No,Maharashtra,1,1,0.76,High Risk
67,Female,681962.0,56830,0,700,4,0.0,3489.58,Yes,Rajasthan,0,0,0.05,Low Risk
51,Female,245451.0,20454,0,634,1,0.0,3513.92,Yes,Madhya Pradesh,1,1,0.75,High Risk
37,Male,982746.0,81896,227413,612,3,0.23140567349040342,2069.73,Yes,Karnataka,1,1,0.76,High Risk
54,Other,373166.0,31097,31708,794,1,0.08497022772707052,1002.79,Yes,Tamil Nadu,0,0,0.04,Low Risk
19,Male,259818.0,21652,0,654,2,0.0,1138.06,No,Gujarat,0,0,0.05,Low Risk
42,Male,610992.0,50916,45273,649,4,0.07409753319192396,3984.61,No,Bihar,1,1,0.98,High Risk
60,Male,2214980.0,184582,0,573,4,0.0,1358.08,No,Madhya Pradesh,1,1,0.97,High Risk
30,Male,387243.0,32270,158310,620,2,0.4088130708624817,1425.56,No,Gujarat,1,1,0.87,High Risk
34,Other,287307.0,23942,0,788,1,0.0,2948.72,No,Madhya Pradesh,0,0,0.07,Low Risk
42,Male,255812.0,21318,0,706,1,0.0,1525.07,Yes,Gujarat,0,0,0.19,Low Risk
55,Male,640245.0,53354,204476,660,3,0.3193714906012542,3460.52,No,Maharashtra,0,0,0.03,Low Risk
54,Male,741136.0,61761,54478,667,3,0.0735060771572289,2298.93,Yes,Madhya Pradesh,0,0,0.0,Low Risk
36,Female,722226.0,60186,117504,803,4,0.16269699512341013,2351.26,Yes,Gujarat,0,0,0.02,Low Risk
23,Female,432840.0,36070,188043,645,1,0.4344399778209038,2104.34,Yes,Maharashtra,1,1,0.89,High Risk
62,Female,1591083.0,132590,0,824,2,0.0,4797.13,No,Karnataka,0,0,0.0,Low Risk
20,Male,1258364.0,104864,445018,736,4,0.3536480700337899,1197.19,Yes,Maharashtra,0,0,0.05,Low Risk
26,Female,602802.0,50234,227328,664,3,0.37711885494739567,338.8,Yes,Maharashtra,0,0,0.08,Low Risk
59,Female,845097.0,70425,313907,673,4,0.3714449347234696,710.51,Yes,Maharashtra,0,0,0.11,Low Risk
54,Male,284203.0,23684,54256,643,1,0.19090579620904777,2512.9,Yes,Madhya Pradesh,1,1,0.79,High Risk
51,Male,1023060.0,85255,133667,804,3,0.1306541160831232,952.25,Yes,Bihar,0,0,0.03,Low Risk
39,Male,1700735.0,141728,0,702,3,0.0,1189.08,Yes,Uttar Pradesh,0,0,0.07,Low Risk
35,Female,701856.0,58488,234876,620,3,0.33464984270277665,2003.97,Yes,Tamil Nadu,1,1,0.56,High Risk
22,Male,678213.0,56518,218839,595,5,0.3226700166466877,4010.17,Yes,Gujarat,1,1,0.95,High Risk
46,Male,660612.0,55051,168774,576,4,0.25548128099398737,4137.24,Yes,Bihar,1,1,0.87,High Risk
49,Male,710590.0,59216,274928,679,3,0.38690102590804826,5374.67,Yes,Telangana,0,0,0.05,Low Risk
20,Male,728513.0,60709,0,652,4,0.0,2815.7,No,Delhi,0,0,0.03,Low Risk
36,Female,729729.0,60811,32701,817,3,0.044812526294007775,1517.57,Yes,Maharashtra,0,0,0.02,Low Risk
19,Female,573865.0,47822,12757,857,1,0.022229966978296288,3719.05,Yes,Bihar,0,0,0.02,Low Risk
51,Female,311711.0,25976,48389,674,3,0.15523674172550855,1183.68,No,Gujarat,0,0,0.02,Low Risk
51,Female,1178880.0,98240,160286,592,3,0.1359646444082519,802.51,No,Telangana,1,0,0.41,Low Risk
41,Male,736359.0,61363,27624,788,3,0.03751431027528692,2446.73,No,Bihar,0,0,0.05,Low Risk
60,Male,348149.0,29012,0,590,2,0.0,5498.46,Yes,Rajasthan,1,1,0.78,High Risk
58,Female,526269.0,43856,0,767,3,0.0,5828.74,No,Maharashtra,0,0,0.13,Low Risk
55,Female,268102.0,22342,71170,721,2,0.26545866871563806,5425.25,No,Telangana,0,0,0.08,Low Risk
37,Female,322772.0,26898,119488,754,1,0.3701932013929337,475.82,Yes,Karnataka,0,0,0.14,Low Risk
54,Female,974359.0,81197,407805,748,3,0.41853669951219213,2737.42,Yes,Karnataka,0,0,0.09,Low Risk
31,Male,553695.0,46141,53410,670,2,0.09646104804991917,3132.67,Yes,Uttar Pradesh,0,0,0.03,Low Risk
37,Female,1444279.0,120357,588376,723,5,0.4073838918934638,451.21,Yes,Madhya Pradesh,0,0,0.3,Low Risk
55,Male,746160.0,62180,0,789,4,0.0,1076.07,No,Karnataka,0,0,0.05,Low Risk
25,Male,623931.0,51994,181497,699,3,0.2908927429475375,1044.61,Yes,Karnataka,0,0,0.04,Low Risk
55,Male,364166.0,30347,52977,731,3,0.145474865857878,1725.87,No,Gujarat,0,0,0.01,Low Risk
60,Male,2214980.0,184582,0,573,4,0.0,3491.59,Yes,Uttar Pradesh,1,1,0.84,High Risk
47,Female,475615.0,39635,0,741,2,0.0,2089.63,Yes,Maharashtra,0,0,0.1,Low Risk
53,Female,544670.0,45389,0,734,1,0.0,3733.6,No,Madhya Pradesh,0,0,0.06,Low Risk
19,Male,502862.0,41905,8095,650,3,0.016097855872983045,1597.03,Yes,Maharashtra,0,0,0.03,Low Risk
50,Male,493632.0,41136,0,771,1,0.0,776.89,No,Maharashtra,0,0,0.05,Low Risk
36,Male,527755.0,43980,105847,626,1,0.20056086631107237,1640.75,Yes,Madhya Pradesh,1,1,0.79,High Risk
41,Male,959741.0,79978,121812,698,4,0.126921742428426,1056.94,No,Maharashtra,0,0,0.02,Low Risk
39,Female,892729.0,74394,246208,729,3,0.2757925417455913,1524.27,Yes,Gujarat,0,0,0.01,Low Risk
51,Female,365544.0,30462,211065,650,3,0.5773997111154882,2397.4,Yes,Maharashtra,0,0,0.17,Low Risk
59,Male,275058.0,22922,94743,675,3,0.3444473529219292,513.6,Yes,Uttar Pradesh,0,0,0.08,Low Risk
37,Other,821207.0,68434,160868,845,3,0.19589214412444123,1328.76,Yes,Delhi,0,0,0.04,Low Risk
52,Female,795899.0,66325,167771,716,2,0.21079433445701024,3134.14,Yes,West Bengal,0,0,0.03,Low Risk
38,Male,924703.0,77059,0,755,3,0.0,4214.67,Yes,Karnataka,0,0,0.02,Low Risk
66,Male,593699.0,49475,242359,701,1,0.4082186427802641,4406.97,No,Bihar,0,0,0.05,Low Risk
55,Male,361595.0,30133,0,785,2,0.0,4125.07,Yes,Uttar Pradesh,0,0,0.09,Low Risk
39,Male,524810.0,43734,85322,692,3,0.16257693260418057,6512.91,Yes,Uttar Pradesh,0,0,0.06,Low Risk
30,Female,1426307.0,118859,181067,750,4,0.12694812547368833,5482.34,Yes,West Bengal,0,0,0.06,Low Risk
30,Female,309666.0,25806,55046,737,2,0.17775926320616406,992.32,Yes,Maharashtra,0,0,0.08,Low Risk
52,Female,284298.0,23692,36941,839,2,0.12993760068660348,1076.79,Yes,Maharashtra,0,0,0.04,Low Risk
50,Female,642562.0,53547,71446,794,3,0.11118927045172294,1467.7,Yes,Uttar Pradesh,0,0,0.05,Low Risk
59,Male,636212.0,53018,143949,687,5,0.22625948583176678,3601.65,No,Madhya Pradesh,0,0,0.0,Low Risk
45,Male,486080.0,40507,198514,726,3,0.40839779460171166,2035.43,Yes,Maharashtra,0,0,0.04,Low Risk
21,Female,1008119.0,84010,442943,796,4,0.4393757086217004,318.5,No,Bihar,0,0,0.05,Low Risk
39,Female,892268.0,74356,398232,717,4,0.4463143360515002,1320.29,No,Gujarat,0,0,0.02,Low Risk
61,Female,728676.0,60723,0,570,2,0.0,525.03,Yes,Tamil Nadu,1,1,0.74,High Risk
34,Female,579037.0,48253,0,597,1,0.0,594.05,Yes,Bihar,1,1,0.74,High Risk
24,Female,601907.0,50159,50959,675,5,0.08466258076413798,5266.43,Yes,Maharashtra,0,0,0.0,Low Risk
42,Female,594780.0,49565,118736,694,3,0.19963011533676317,955.98,Yes,Gujarat,0,0,0.05,Low Risk
52,Male,511555.0,42630,151436,689,3,0.2960307298335467,4950.78,Yes,Bihar,0,0,0.06,Low Risk
46,Male,826760.0,68897,257606,656,4,0.3115849823407035,642.41,No,Madhya Pradesh,0,0,0.11,Low Risk
66,Female,502307.0,41859,0,791,3,0.0,2204.98,No,Uttar Pradesh,0,0,0.08,Low Risk
61,Male,455580.0,37965,65339,716,1,0.14341937749681724,1255.32,Yes,Uttar Pradesh,0,0,0.07,Low Risk
66,Female,349469.0,29122,157775,678,3,0.45147065977239753,1540.08,Yes,Gujarat,0,0,0.33,Low Risk
67,Female,1062877.0,88573,547346,750,4,0.5149664542557606,630.63,No,Uttar Pradesh,0,0,0.08,Low Risk
41,Other,562860.0,46905,51473,830,1,0.09144902817752194,3471.32,Yes,Karnataka,0,0,0.02,Low Risk
39,Male,376017.0,31335,132027,746,1,0.3511197632021956,697.52,Yes,Madhya Pradesh,0,0,0.24,Low Risk
67,Male,718875.0,59906,239920,815,4,0.3337436967483916,2695.05,Yes,Gujarat,0,0,0.02,Low Risk
37,Male,1374227.0,114519,707128,695,4,0.5145641877215337,1887.92,Yes,Delhi,0,0,0.06,Low Risk
